sn,order_line_key,order_no,zip_code,locId,CAR_NAME,TNT,TRACKNO,CPD,SHIPTIME,MCD,DELIVER_TIME
275,20210104165909691106261Y,ABC01-806409796655CC,90042,ABC_824390009370862,DL,4,LM8X1R120300526445,14/01/21,2021-01-07 19:36:56+00:00,DELIVERED,2021-01-12 14:25:31+00:00
276,20210105011120355011091Y,ABC01-806409923472CC,91320,ABC_82335000473013,DL,4,LMWF35400376002937,14/01/21,2021-01-05 18:45:45+00:00,DELIVERED,2021-01-09 13:21:40+00:00
277,20210110140016296099931Y,ABC01-806412282721CC,92131,ABC_82335000473013,DL,4,LM06FF88YW04257904,14/01/21,2021-01-11 15:51:34+00:00,DELIVERED,2021-01-12 17:08:18+00:00
278,20210110140016296100511Y,ABC01-806412282721CC,92131,ABC_82335000473013,DL,4,LM06FF88YW04257904,14/01/21,2021-01-11 15:51:34+00:00,DELIVERED,2021-01-12 17:08:18+00:00
279,20210101155536138115091Y,ABC01-806407757935CC,10075,ABC_82335000473013,DL,4,LM8W2R150310610928,14/01/21,2021-01-04 13:32:01+00:00,DELIVERED,2021-01-07 14:04:56+00:00
280,20210109164556180605241Y,ABC01-806411947423CC,76021,ABC_82335000473013,DL,2,LM8W2R150310636688,14/01/21,2021-01-11 12:09:30+00:00,DELIVERED,2021-01-12 15:39:52+00:00
281,20210108100550077887351Y,1121008666267CC,32128,ABC_82335000473013,DL,3,LM8W2R150310634304,14/01/21,2021-01-08 19:49:44+00:00,DELIVERED,2021-01-13 16:46:19+00:00
282,20210105011120355011081Y,ABC01-806409923472CC,91320,ABC_82335000473013,DL,4,LMWF35400376002937,14/01/21,2021-01-05 18:45:45+00:00,DELIVERED,2021-01-09 13:21:40+00:00
283,20210105011120355011061Y,ABC01-806409923472CC,91320,ABC_82335000473013,DL,4,LMWF35400376002937,14/01/21,2021-01-05 18:45:45+00:00,DELIVERED,2021-01-09 13:21:40+00:00
284,20210110144659362394331Y,ABC01-806412286331CC,89135,ABC_82335000473013,DL,4,LM8W2R150210638231,14/01/21,2021-01-11 19:54:24+00:00,DELIVERED,2021-01-13 11:57:14+00:00
285,20210101162817192808511Y,ABC01-806407774818CC,91360,ABC_82335000473013,DL,4,LM8W2R150310603758,14/01/21,2021-01-04 12:20:00+00:00,DELIVERED,2021-01-08 12:35:55+00:00
286,20210107190621152468271Y,ABC01-806411370923CC,95623,ABC_82335000473013,DL,5,LM4E094R0322205229,14/01/21,2021-01-08 17:57:53+00:00,DELIVERED,2021-01-11 19:55:44+00:00
287,20201226135230284543731Y,ABC01-806404061464CC,11756,ABC_82335000473013,DL,4,LM8W2R150310649012,14/01/21,2021-01-12 01:53:02+00:00,DELIVERED,2021-01-14 10:19:36+00:00
288,20210110140016296100691Y,ABC01-806412282721CC,92131,ABC_82335000473013,DL,4,LM06FF88YW04257904,14/01/21,2021-01-11 15:51:34+00:00,DELIVERED,2021-01-12 17:08:18+00:00
289,20210110140016296100051Y,ABC01-806412282721CC,92131,ABC_82335000473013,DL,4,LM06FF88YW04257904,14/01/21,2021-01-11 15:51:34+00:00,DELIVERED,2021-01-12 17:08:18+00:00
290,20210110130626219498071Y,ABC01-806412271606CC,76001,ABC_82335000473013,DL,2,LM8W2R150310642984,14/01/21,2021-01-11 21:02:19+00:00,DELIVERED,2021-01-12 10:48:03+00:00
291,20210102203439995106851Y,ABC01-806408678517CC,91765,ABC_82335000473013,DL,4,LM8W2R150310603409,14/01/21,2021-01-04 17:26:35+00:00,DELIVERED,2021-01-08 13:32:27+00:00
292,20210106222128603115531Y,ABC01-806410766061CC,18446,ABC_824390009370862,DL,2,LM8X1R120300533688,14/01/21,2021-01-08 19:21:22+00:00,DELIVERED,2021-01-12 11:37:19+00:00
293,20210110123224174169121Y,ABC01-806412252418CC,92692,ABC_82335000473013,DL,4,LM8W2R150210643823,14/01/21,2021-01-11 20:26:22+00:00,DELIVERED,2021-01-13 11:35:28+00:00
294,20210110144659362394201Y,ABC01-806412286331CC,89135,ABC_82335000473013,DL,4,LM8W2R150210638231,14/01/21,2021-01-11 19:54:24+00:00,DELIVERED,2021-01-13 11:57:14+00:00
295,20210105115343892228971Y,ABC01-806409962745CC,90063,ABC_824390009370862,DL,4,LM8X1R120300538478,15/01/21,2021-01-08 19:12:06+00:00,DELIVERED,2021-01-13 13:01:17+00:00
296,20210109191430392209691Y,ABC01-806412107831CC,22182,ABC_824390009370862,DL,2,LM8X1R120300547888,15/01/21,2021-01-12 19:51:39+00:00,DELIVERED,2021-01-14 18:04:01+00:00
297,20210110202329759467271Y,ABC01-806412434258CC,22124,ABC_82335000473013,DL,3,LM8W2R150310642091,15/01/21,2021-01-11 20:40:00+00:00,DELIVERED,2021-01-14 10:54:33+00:00
298,20210105115431893467551Y,ABC01-806410097422CC,95037,ABC_824390009370862,DL,5,LM8X1R120300542114,15/01/21,2021-01-11 19:14:44+00:00,DELIVERED,2021-01-15 14:30:55+00:00
299,20210107234011393097941Y,ABC01-806411430180CC,11727,ABC_824390009370862,DL,3,LM8X1R120300538094,15/01/21,2021-01-08 19:12:22+00:00,DELIVERED,2021-01-12 15:46:58+00:00
300,20210111075437197335731Y,ABC01-806412485097CC,22124,ABC_82335000473013,DL,3,LM8W2R150310642019,15/01/21,2021-01-11 20:36:42+00:00,DELIVERED,2021-01-14 14:01:28+00:00
301,20210110192331705008031Y,ABC01-806412407968CC,20855,ABC_82335000473013,DL,3,LM8W2R150310638391,15/01/21,2021-01-11 20:24:59+00:00,DELIVERED,2021-01-14 14:41:06+00:00
302,20210111221248376229171Y,ABC01-806412752768CC,11733,ABC_82335000473013,DL,4,LM8W2R150210652439,15/01/21,2021-01-12 18:26:03+00:00,DELIVERED,2021-01-14 13:19:07+00:00
303,20210112061420638444561Y,ABC01-806412799783CC,30062,ABC_82335000473013,DL,3,LM8W2R150210651207,15/01/21,2021-01-12 18:22:47+00:00,DELIVERED,2021-01-14 15:00:28+00:00
304,20210111000131894600581Y,ABC01-806412458580CC,76049,ABC_824390009370862,DL,2,LM8X1R120300548314,15/01/21,2021-01-12 19:52:54+00:00,DELIVERED,2021-01-14 10:39:41+00:00
305,20210111000131894600521Y,ABC01-806412458580CC,76049,ABC_824390009370862,DL,2,LM8X1R120300548314,15/01/21,2021-01-12 19:52:54+00:00,DELIVERED,2021-01-14 10:39:41+00:00
306,20210109140016082004901Y,1121009734397CC,92886,ABC_82335000473013,DL,4,LM9391420373183105,15/01/21,2021-01-11 19:01:07+00:00,DELIVERED,2021-01-13 14:01:04+00:00
307,20210110190458687135051Y,ABC01-806412452609CC,30052,ABC_82335000473013,DL,3,LM8W2R150310645329,15/01/21,2021-01-11 20:31:11+00:00,DELIVERED,2021-01-13 18:25:11+00:00
308,20210108205222879946331Y,ABC01-806411773826CC,22182,ABC_824390009370862,DL,2,LM8X1R120300547495,15/01/21,2021-01-12 19:51:57+00:00,DELIVERED,2021-01-14 16:58:26+00:00
309,20210103143126865848831Y,ABC01-806409152738CC,11768,ABC_82335000473013,DL,4,LM3R813E0321444099,15/01/21,2021-01-08 13:10:43+00:00,DELIVERED,2021-01-09 13:43:02+00:00
310,20210107234011393097791Y,ABC01-806411430180CC,11727,ABC_824390009370862,DL,3,LM8X1R120300538094,15/01/21,2021-01-08 19:12:22+00:00,DELIVERED,2021-01-12 15:46:58+00:00
311,20210104171022069599061Y,1121004528107CC,90031,ABC_82335000473013,DL,4,LM8W2R150310620613,15/01/21,2021-01-05 19:47:11+00:00,DELIVERED,2021-01-09 15:23:46+00:00
312,20210109110223505808481Y,ABC01-806411867280CC,22180,ABC_82335000473013,DL,3,LM8W2R150310641485,15/01/21,2021-01-11 20:41:55+00:00,DELIVERED,2021-01-14 17:16:40+00:00
313,20210109175029285120351Y,ABC01-806412066717CC,76039,ABC_824390009370862,DL,2,LM8X1R120300545059,15/01/21,2021-01-11 19:18:38+00:00,DELIVERED,2021-01-13 21:12:53+00:00
314,20210110192331705007921Y,ABC01-806412407968CC,20855,ABC_82335000473013,DL,3,LM8W2R150310638391,15/01/21,2021-01-11 20:24:59+00:00,DELIVERED,2021-01-14 14:41:06+00:00
315,20210112112440938361231Y,ABC01-806410610734CC,76052,ABC_82335000473013,DL,2,LM8W2R150310653963,15/01/21,2021-01-12 18:33:56+00:00,DELIVERED,2021-01-13 16:03:30+00:00
316,20210110120540084478621Y,1121010775949CC,30054,ABC_82335000473013,DL,3,LM8W2R150310643394,15/01/21,2021-01-11 20:27:36+00:00,DELIVERED,2021-01-13 13:31:46+00:00
317,20210110102132909195281Y,ABC01-806412228650CC,32112,ABC_82335000473013,DL,3,LM8W2R150310636508,15/01/21,2021-01-11 12:14:16+00:00,DELIVERED,2021-01-14 14:09:01+00:00
318,20210108002211421118161Y,ABC01-806411452930CC,92677,ABC_82335000473013,DL,4,LMW49304YN52229603,15/01/21,2021-01-08 21:12:34+00:00,DELIVERED,2021-01-12 17:47:59+00:00
319,20210104215414201895971Y,ABC01-806409883071CC,91730,ABC_82335000473013,DL,4,LM8W2R150310618984,15/01/21,2021-01-05 19:10:55+00:00,DELIVERED,2021-01-09 17:42:09+00:00
320,20210104171022069599071Y,1121004528107CC,90031,ABC_82335000473013,DL,4,LM8W2R150310620613,15/01/21,2021-01-05 19:47:11+00:00,DELIVERED,2021-01-09 15:23:46+00:00
321,20210104171022069599111Y,1121004528107CC,90031,ABC_82335000473013,DL,4,LM8W2R150310620613,15/01/21,2021-01-05 19:47:11+00:00,DELIVERED,2021-01-09 15:23:46+00:00
322,20210110145654085492661Y,1121010793495CC,92630,ABC_824390009370862,DL,4,LM8X1R120200548192,15/01/21,2021-01-12 19:36:06+00:00,DELIVERED,2021-01-15 15:08:03+00:00
323,20210111103907366783701Y,ABC01-806412544688CC,30005,ABC_824390009370862,DL,2,LM8X1R120300549135,15/01/21,2021-01-12 19:31:33+00:00,DELIVERED,2021-01-14 14:46:41+00:00
324,20210105232417971628741Y,ABC01-806410405574CC,91737,ABC_824390009370862,DL,4,LM8X1R120300538638,15/01/21,2021-01-08 19:12:15+00:00,DELIVERED,2021-01-13 12:35:26+00:00
325,20210110024818696499151Y,ABC01-806412175317CC,90059,ABC_824390009370862,DL,4,LM8X1R120200545024,15/01/21,2021-01-11 19:18:23+00:00,DELIVERED,2021-01-13 11:52:05+00:00
326,20210104171022069599081Y,1121004528107CC,90031,ABC_82335000473013,DL,4,LM8W2R150310620613,15/01/21,2021-01-05 19:47:11+00:00,DELIVERED,2021-01-09 15:23:46+00:00
327,20210110191813699131181Y,ABC01-806412473505CC,20866,ABC_82335000473013,DL,3,LM8W2R150310646293,15/01/21,2021-01-11 20:13:43+00:00,DELIVERED,2021-01-14 13:48:12+00:00
328,20210110120709138271751Y,ABC01-806412295322CC,20874,ABC_824390009370862,DL,2,LM8X1R120300548565,15/01/21,2021-01-12 18:54:19+00:00,DELIVERED,2021-01-14 13:45:49+00:00
329,20210108151246383997701Y,ABC01-806411559556CC,76010,ABC_824390009370862,DL,2,LM8X1R120300544014,15/01/21,2021-01-11 19:18:16+00:00,DELIVERED,2021-01-13 15:39:33+00:00
330,20210111221248376229941Y,ABC01-806412752768CC,11733,ABC_82335000473013,DL,4,LM8W2R150210652439,15/01/21,2021-01-12 18:26:03+00:00,DELIVERED,2021-01-14 13:19:07+00:00
331,20210111112012086966351Y,1121011818592CC,10019,ABC_824390009370862,DL,3,LM8X1R121300550471,15/01/21,2021-01-12 19:33:11+00:00,DELIVERED,2021-01-13 11:06:31+00:00
332,20210108174808655323101Y,ABC01-806411715820CC,20817,ABC_82335000473013,DL,3,LM8W2R150310640468,15/01/21,2021-01-11 20:28:45+00:00,DELIVERED,2021-01-15 14:34:46+00:00
333,20210111221325377991011Y,ABC01-806412756272CC,11733,ABC_82335000473013,DL,4,LM8W2R150210652199,15/01/21,2021-01-12 18:50:05+00:00,DELIVERED,2021-01-14 13:19:07+00:00
334,20210111221258376612251Y,ABC01-806412768068CC,11733,ABC_82335000473013,DL,4,LM8W2R150210652466,15/01/21,2021-01-12 18:47:24+00:00,DELIVERED,2021-01-14 13:19:07+00:00
335,20210108163002518362991Y,ABC01-806410457311CC,92845,ABC_82335000473013,DL,4,LM787F230215065042,18/01/21,2021-01-11 17:43:16+00:00,DELIVERED,2021-01-13 13:53:55+00:00
336,20210112142623090095321Y,1121012871458CC,95621,ABC_82335000473013,DL,5,LM52F04R0393265664,18/01/21,2021-01-14 19:21:09+00:00,DELIVERED,2021-01-18 11:18:17+00:00
337,20210111134305647663531Y,ABC01-806412586047CC,90005,ABC_824390009370862,DL,4,LM8X1R120200549100,18/01/21,2021-01-12 19:31:40+00:00,DELIVERED,2021-01-14 15:33:13+00:00
338,20210108163002518363531Y,ABC01-806410457311CC,92845,ABC_82335000473013,DL,4,LM787F230215065042,18/01/21,2021-01-11 17:43:16+00:00,DELIVERED,2021-01-13 13:53:55+00:00
339,20210110101058898477451Y,ABC01-806412258815CC,11762,ABC_824390009370862,DL,3,LMW49024YW45421655,18/01/21,2021-01-12 11:49:00+00:00,DELIVERED,2021-01-14 12:02:07+00:00
340,20210110101058898477451Y,ABC01-806412258815CC,11762,ABC_824390009370862,DL,3,LM8X1R120300547897,18/01/21,2021-01-12 19:51:12+00:00,DELIVERED,2021-01-14 12:02:07+00:00
341,20210111094715301794841Y,ABC01-806412547843CC,10010,ABC_824390009370862,DL,3,LM8X1R120300549251,18/01/21,2021-01-12 19:31:48+00:00,DELIVERED,2021-01-14 11:20:20+00:00
342,20210109085530357839861Y,ABC01-806411881001CC,10011,ABC_824390009370862,DL,3,LM8X1R120300547780,18/01/21,2021-01-12 19:51:59+00:00,DELIVERED,2021-01-14 12:56:52+00:00
343,20210109113911562279871Y,ABC01-806411929632CC,30093,ABC_82335000473013,DL,3,LM8W2R150210640077,18/01/21,2021-01-11 19:53:55+00:00,DELIVERED,2021-01-13 13:42:43+00:00
344,20210109113911562279871Y,ABC01-806411929632CC,30093,ABC_82335000473013,DL,3,LM8W2R150210638277,18/01/21,2021-01-11 20:01:44+00:00,DELIVERED,2021-01-13 13:42:43+00:00
345,20210106221455597584461Y,ABC01-806410784823CC,90037,ABC_824390009370862,DL,4,LM8X1R120300538496,18/01/21,2021-01-08 19:11:51+00:00,DELIVERED,2021-01-14 16:18:25+00:00
346,20210106161121150555421Y,ABC01-806410628570CC,92110,ABC_824390009370862,DL,4,LM8X1R120300538772,18/01/21,2021-01-08 19:18:55+00:00,DELIVERED,2021-01-13 13:37:04+00:00
347,20210106165313217421971Y,ABC01-806410684321CC,91384,ABC_824390009370862,DL,4,LM8X1R120300538521,18/01/21,2021-01-08 19:13:56+00:00,DELIVERED,2021-01-13 14:20:11+00:00
348,20210108163002518363751Y,ABC01-806410457311CC,92845,ABC_82335000473013,DL,4,LM787F230215065042,18/01/21,2021-01-11 17:43:16+00:00,DELIVERED,2021-01-13 13:53:55+00:00
349,20210112121042107962301Y,ABC01-806412932330CC,20854,ABC_82335000473013,DL,3,LM8W2R150210653232,18/01/21,2021-01-12 18:37:21+00:00,DELIVERED,2021-01-14 15:33:58+00:00
350,20210111160613885925581Y,ABC01-806412667512CC,30046,ABC_824390009370862,DL,2,LM8X1R120300549386,18/01/21,2021-01-12 19:31:37+00:00,DELIVERED,2021-01-13 13:48:49+00:00
351,20210111151020791215181Y,ABC01-806412662365CC,32162,ABC_82335000473013,DL,3,LM8W2R150310651698,18/01/21,2021-01-12 18:50:00+00:00,DELIVERED,2021-01-15 13:12:19+00:00
352,20210109073619295800571Y,ABC01-806411819475CC,30022,ABC_824390009370862,DL,2,LM8X1R120300545488,18/01/21,2021-01-11 19:18:07+00:00,DELIVERED,2021-01-12 13:40:18+00:00
353,20210106184739388937091Y,ABC01-806410708048CC,92108,ABC_824390009370862,DL,4,LM8X1R120300539146,18/01/21,2021-01-08 19:10:33+00:00,DELIVERED,2021-01-14 09:47:17+00:00
354,20210109113911562279821Y,ABC01-806411929632CC,30093,ABC_82335000473013,DL,3,LM8W2R150210640077,18/01/21,2021-01-11 19:53:55+00:00,DELIVERED,2021-01-13 13:42:43+00:00
355,20210109113911562279821Y,ABC01-806411929632CC,30093,ABC_82335000473013,DL,3,LM8W2R150210638277,18/01/21,2021-01-11 20:01:44+00:00,DELIVERED,2021-01-13 13:42:43+00:00
356,20210112072126671724891Y,ABC01-806412813684CC,32137,ABC_82335000473013,DL,3,LM8W2R150310651867,18/01/21,2021-01-12 18:44:48+00:00,DELIVERED,2021-01-14 10:01:22+00:00
357,20210111143959739011271Y,ABC01-806412672733CC,22134,ABC_82335000473013,DL,3,LM8W2R150310652062,18/01/21,2021-01-12 18:26:46+00:00,DELIVERED,2021-01-15 17:48:21+00:00
358,20210109100921433381791Y,ABC01-806411882745CC,10016,ABC_824390009370862,DL,3,LM8X1R120300547477,18/01/21,2021-01-12 19:51:53+00:00,DELIVERED,2021-01-14 13:24:03+00:00
359,20210109214031524146821Y,ABC01-806412165426CC,10012,ABC_824390009370862,DL,3,LM8X1R120300545522,18/01/21,2021-01-11 19:19:26+00:00,DELIVERED,2021-01-13 12:05:22+00:00
360,20210111164119951273131Y,ABC01-806412690429CC,92104,ABC_824390009370862,DL,4,LM8X1R120200549584,18/01/21,2021-01-12 19:32:09+00:00,DELIVERED,2021-01-14 17:11:15+00:00
361,20210107010553709499491Y,ABC01-806410781188CC,94520,ABC_824390009370862,DL,5,LM8X1R120300533759,18/01/21,2021-01-08 19:21:28+00:00,DELIVERED,2021-01-15 17:35:14+00:00
362,20210107020427739062641Y,ABC01-806410747148CC,94536,ABC_824390009370862,DL,5,LM8X1R120300533820,18/01/21,2021-01-08 19:21:23+00:00,DELIVERED,2021-01-15 11:06:25+00:00
363,20210112103931871145881Y,ABC01-806412847965CC,92014,ABC_82335000473013,DL,4,LM8W2R150210653867,18/01/21,2021-01-12 20:07:16+00:00,DELIVERED,2021-01-14 13:24:34+00:00
364,20210110065939771040991Y,ABC01-806412195938CC,10011,ABC_824390009370862,DL,3,LM8X1R120300544729,18/01/21,2021-01-11 19:09:46+00:00,DELIVERED,2021-01-13 11:42:36+00:00
365,20210109113911562279731Y,ABC01-806411929632CC,30093,ABC_82335000473013,DL,3,LM8W2R150210640077,18/01/21,2021-01-11 19:53:55+00:00,DELIVERED,2021-01-13 13:42:43+00:00
366,20210109113911562279731Y,ABC01-806411929632CC,30093,ABC_82335000473013,DL,3,LM8W2R150210638277,18/01/21,2021-01-11 20:01:44+00:00,DELIVERED,2021-01-13 13:42:43+00:00
367,20210108163002518362991Y,ABC01-806410457311CC,92845,ABC_82335000473013,DL,4,LM8W2R150310643063,19/01/21,2021-01-11 20:19:08+00:00,DELIVERED,2021-01-13 13:53:55+00:00
368,20210108163002518362991Y,ABC01-806410457311CC,92845,ABC_82335000473013,DL,4,LM8W2R150310646846,19/01/21,2021-01-11 20:07:47+00:00,DELIVERED,2021-01-13 13:53:55+00:00
369,20210108163002518362991Y,ABC01-806410457311CC,92845,ABC_82335000473013,DL,4,LM8W2R150310644553,19/01/21,2021-01-11 20:23:42+00:00,DELIVERED,2021-01-13 13:53:55+00:00
370,20210111030456980126531Y,ABC01-806412467699CC,92677,ABC_82335000473013,DL,4,LM8W2R150310640548,19/01/21,2021-01-11 20:20:05+00:00,DELIVERED,2021-01-14 19:14:16+00:00
371,20210109201520452237251Y,ABC01-806412062188CC,91311,ABC_82335000473013,DL,4,LM8W2R150310644106,19/01/21,2021-01-11 19:58:54+00:00,DELIVERED,2021-01-14 16:05:08+00:00
372,20210110124340188883691Y,ABC01-806412256719CC,89108,ABC_82335000473013,DL,4,LM8W2R150310646195,19/01/21,2021-01-11 20:14:36+00:00,DELIVERED,2021-01-13 17:18:42+00:00
373,20210108163002518363531Y,ABC01-806410457311CC,92845,ABC_82335000473013,DL,4,LM8W2R150310643063,19/01/21,2021-01-11 20:19:08+00:00,DELIVERED,2021-01-13 13:53:55+00:00
374,20210108163002518363531Y,ABC01-806410457311CC,92845,ABC_82335000473013,DL,4,LM8W2R150310646846,19/01/21,2021-01-11 20:07:47+00:00,DELIVERED,2021-01-13 13:53:55+00:00
375,20210108163002518363531Y,ABC01-806410457311CC,92845,ABC_82335000473013,DL,4,LM8W2R150310644553,19/01/21,2021-01-11 20:23:42+00:00,DELIVERED,2021-01-13 13:53:55+00:00
376,20210110093412865989951Y,ABC01-806412238502CC,32137,ABC_82335000473013,DL,3,LM8W2R150310637918,19/01/21,2021-01-11 19:56:38+00:00,DELIVERED,2021-01-14 14:26:35+00:00
377,20210108004554432185201Y,ABC01-806411410974CC,91708,ABC_824390009370862,DL,4,LM8X1R120300538003,19/01/21,2021-01-08 19:12:32+00:00,DELIVERED,2021-01-13 13:16:03+00:00
378,20210108155243454301151Y,ABC01-806411673229CC,11729,ABC_82335000473013,DL,4,LM8W2R150310646499,19/01/21,2021-01-11 20:09:15+00:00,DELIVERED,2021-01-14 17:34:17+00:00
379,20210108174907656644391Y,ABC01-806411640992CC,92122,ABC_82335000473013,DL,4,LM8W2R150310646560,19/01/21,2021-01-11 20:34:59+00:00,DELIVERED,2021-01-13 14:18:52+00:00
380,20210110125134200391221Y,ABC01-806412225184CC,92117,ABC_82335000473013,DL,4,LM8W2R150310640584,19/01/21,2021-01-11 20:43:57+00:00,DELIVERED,2021-01-13 10:46:11+00:00
381,20210108231807988547301Y,ABC01-806411741391CC,92040,ABC_82335000473013,DL,4,LM8W2R150310636455,19/01/21,2021-01-11 12:10:59+00:00,DELIVERED,2021-01-13 14:56:52+00:00
382,20210109101803444739351Y,ABC01-806411816276CC,91325,ABC_82335000473013,DL,4,LM8W2R150310642402,19/01/21,2021-01-11 20:14:34+00:00,DELIVERED,2021-01-13 11:29:26+00:00
383,20210107225254365688371Y,ABC01-806411411643CC,90019,ABC_824390009370862,DL,4,LM8X1R120300538085,19/01/21,2021-01-08 19:12:37+00:00,DELIVERED,2021-01-13 10:57:32+00:00
384,20210117183421702040181Y,ABC01-806414538719CC,30047,ABC_824390009370862,DL,2,LMW490240368966675,19/01/21,2021-01-18 18:12:10+00:00,DELIVERED,2021-01-19 09:59:53+00:00
385,20210117090809978392331Y,ABC01-806414322578CC,11716,ABC_82335000473013,DL,4,LMR2770X0393977452,19/01/21,2021-01-18 20:15:20+00:00,DELIVERED,2021-01-19 17:44:04+00:00
386,20210117090809978392331Y,ABC01-806414322578CC,11716,ABC_82335000473013,DL,4,LMR2770X0331851051,19/01/21,2021-01-18 20:18:30+00:00,DELIVERED,2021-01-19 17:44:04+00:00
387,20210117100814125238271Y,ABC01-806414369625CC,10001,ABC_82335000473013,DL,4,LMW490240385525118,19/01/21,2021-01-18 19:22:50+00:00,DELIVERED,2021-01-19 16:17:00+00:00
388,20210109183252343598421Y,ABC01-806412059943CC,95070,ABC_82335000473013,DL,5,LM8W2R150310637310,19/01/21,2021-01-11 12:18:22+00:00,DELIVERED,2021-01-14 09:43:27+00:00
389,20210109235340610030861Y,ABC01-806412047690CC,92886,ABC_82335000473013,DL,4,LM8W2R150310644124,19/01/21,2021-01-11 20:25:54+00:00,DELIVERED,2021-01-13 15:07:25+00:00
390,20210110171255563927271Y,ABC01-806412345960CC,92115,ABC_82335000473013,DL,4,LM8W2R150310638695,19/01/21,2021-01-11 19:57:24+00:00,DELIVERED,2021-01-13 15:08:50+00:00
391,20210110155704460680051Y,ABC01-806412284785CC,92614,ABC_82335000473013,DL,4,LM8W2R150310644722,19/01/21,2021-01-11 20:22:08+00:00,DELIVERED,2021-01-14 15:20:12+00:00
392,20210110142409331783091Y,ABC01-806412278443CC,90034,ABC_82335000473013,DL,4,LM8W2R150310642000,19/01/21,2021-01-11 20:39:00+00:00,DELIVERED,2021-01-13 18:22:14+00:00
393,20210110152846421147131Y,ABC01-806412344509CC,91789,ABC_82335000473013,DL,4,LM8W2R150310641010,19/01/21,2021-01-11 20:41:03+00:00,DELIVERED,2021-01-13 12:17:51+00:00
394,20210108163002518363751Y,ABC01-806410457311CC,92845,ABC_82335000473013,DL,4,LM8W2R150310643063,19/01/21,2021-01-11 20:19:08+00:00,DELIVERED,2021-01-13 13:53:55+00:00
395,20210108163002518363751Y,ABC01-806410457311CC,92845,ABC_82335000473013,DL,4,LM8W2R150310646846,19/01/21,2021-01-11 20:07:47+00:00,DELIVERED,2021-01-13 13:53:55+00:00
396,20210108163002518363751Y,ABC01-806410457311CC,92845,ABC_82335000473013,DL,4,LM8W2R150310644553,19/01/21,2021-01-11 20:23:42+00:00,DELIVERED,2021-01-13 13:53:55+00:00
397,20210112195115783057231Y,ABC01-806413066724CC,30044,ABC_824390009370862,DL,2,LM8X1R120300550794,19/01/21,2021-01-13 18:35:02+00:00,DELIVERED,2021-01-14 16:53:04+00:00
398,20210108131443173880051Y,ABC01-806411592205CC,92115,ABC_82335000473013,DL,4,LM8W2R150310634368,19/01/21,2021-01-08 19:49:05+00:00,DELIVERED,2021-01-13 18:39:55+00:00
399,20210116162019370079891Y,ABC01-806414172931CC,76063,ABC_824390009370862,DL,2,LMR309900355074563,19/01/21,2021-01-18 20:01:37+00:00,DELIVERED,2021-01-19 15:01:03+00:00
400,20210110201006745082031Y,ABC01-806412449152CC,11756,ABC_82335000473013,DL,4,LM8W2R150310638186,19/01/21,2021-01-11 20:11:02+00:00,DELIVERED,2021-01-14 16:09:52+00:00
401,20210108181143694931441Y,ABC01-806411658973CC,95066,ABC_82335000473013,DL,5,LM8W2R150310636286,19/01/21,2021-01-11 12:15:10+00:00,DELIVERED,2021-01-14 15:14:48+00:00
402,20210108191127775558891Y,ABC01-806411667877CC,91722,ABC_82335000473013,DL,4,LM8W2R150310648031,19/01/21,2021-01-11 19:56:38+00:00,DELIVERED,2021-01-13 11:26:04+00:00
403,20210108211833901906041Y,ABC01-806411752241CC,92108,ABC_82335000473013,DL,4,LM8W2R150310640619,19/01/21,2021-01-11 20:45:07+00:00,DELIVERED,2021-01-13 13:18:55+00:00
404,20210115092000320225881Y,ABC01-806413756731CC,22172,ABC_82335000473013,DL,3,LMV7855E0382428424,19/01/21,2021-01-15 20:25:02+00:00,DELIVERED,2021-01-19 15:31:41+00:00
405,20210110150020380484491Y,ABC01-806412177798CC,92603,ABC_82335000473013,DL,4,LM8W2R150310641350,19/01/21,2021-01-11 20:47:22+00:00,DELIVERED,2021-01-13 12:31:30+00:00
406,20210110101413900754891Y,ABC01-806412220827CC,90010,ABC_82335000473013,DL,4,LM8W2R150310640217,19/01/21,2021-01-11 20:36:48+00:00,DELIVERED,2021-01-14 13:08:24+00:00
407,20210107235357402124511Y,ABC01-806411371992CC,94572,ABC_824390009370862,DL,5,LM8X1R120300538110,19/01/21,2021-01-08 19:12:41+00:00,DELIVERED,2021-01-15 17:09:55+00:00
408,20210110234110885657451Y,ABC01-806412492009CC,94536,ABC_82335000473013,DL,5,LM8W2R150310647069,19/01/21,2021-01-11 20:09:55+00:00,DELIVERED,2021-01-14 10:59:08+00:00
409,20210110235803891747311Y,ABC01-806412446979CC,90027,ABC_82335000473013,DL,4,LM8W2R150310640888,19/01/21,2021-01-11 20:44:57+00:00,DELIVERED,2021-01-13 11:06:24+00:00
410,20210109160723115496941Y,ABC01-806412023244CC,7603,ABC_82335000473013,DL,4,LM8W2R150310642591,19/01/21,2021-01-11 20:31:04+00:00,DELIVERED,2021-01-14 15:21:01+00:00
411,20210109104918485353911Y,ABC01-806411856225CC,91367,ABC_82335000473013,DL,4,LM8W2R150310636964,19/01/21,2021-01-11 12:01:51+00:00,DELIVERED,2021-01-13 16:00:59+00:00
412,20210109223057558805571Y,ABC01-806412164248CC,11784,ABC_82335000473013,DL,4,LM8W2R150310638319,19/01/21,2021-01-11 19:54:43+00:00,DELIVERED,2021-01-14 12:16:34+00:00
